supplier;Articlename;Ordernumber;Ean;Content;Size;Packaging unit ; EK ; UVP ;description;Instructions;INCI
La Compagnie de Provence;LIQUID MARSEILLE SOAP 1L REFILL OLIVE WOOD;PF0101SL01LBO;3551780000010;1000;ml;6;17,00 €;34,00 €;"Luxuriöse Seife mit sinnlichem Duft
Die flüssige Seife von Compagnie de Provence wird traditionell durch die Verseifung in einem Kessel hegestellt – wie schon ihr Vorfahre, der ikonische Seifenwürfel aus Marseille. Die Liquid Marseille Soap Olive Wood verwandelt sich bei Kontakt mit Wasser in einen cremigen Schaum, der die Haut mit pflanzlichen Ölen wie Oliven- und Süßmandelöl aus der Provence und Traubenkernöl aus Frankreich effektiv reinigt. Die ultrasanfte Formel eignet sich nicht nur optimal zum häufigen Händewaschen, sie kann auch hervorragend für die Reinigung des gesamten Körpers verwendet werden. In Olive Wood vereinen sich Zitrusfrüchte und Kampfer mit den Noten von sonnenerwärmten Hölzern zu einem sinnlichen Duft, der einen Hauch von Frische mit sich bringt. Die Flüssigseife präsentiert sich in einer eleganten und farbenfrohen Pumpflasche aus Glas – ein echter Hingucker in Badezimmer und Küche.  

Mehr zu diesem Produkt 
Flüssigseife mit 95 % natürlichen Inhaltsstoffen
reinigt effektiv & sanft 
Noten von Kamper, Zitrusfrüchten & edlen Hölzern
nachfüllbare, recyclebare Pumpflasche 

*Die restlichen 5% sind notwendig, um die richtigen Konservierungseigenschaften im Produkt und eine noch sensorischere Textur zu gewährleisten.";"Füllen Sie Ihre modernen Pumpflaschen 495 ml und 300 ml immer wieder neu, um Ihre Flüssigseife noch länger zu genießen.
Die Seife eignet sich ideal für häufiges Händewaschen. Zudem kann sie als Köperreinigung verwendet werden: Auf die feuchte Haut auftragen, sanft einmassieren und anschließend gründlich abwaschen. 
Hinweis: Nur für die äußerliche Anwendung. Den Kontakt mit den Augen vermeiden.";Aqua (Water), Potassium Cocoate, Glycerin, Parfum (Fragrance), Hydroxyethylcellulose, Polyglyceryl-3 Caprylate, Tetrasodium Glutamate Diacetate, Cocos Nucifera (Coconut) Oil, Potassium Olivate, Prunus Amygdalus Dulcis (Sweet Almond) Oil, Vitis Vinifera (Grape) Seed Oil, Tetrasodium EDTA, Limonene, Tocopherol, Linalool, Citral, Eugenol, Alpha-Isomethyl Ionone, Benzyl Salicylate, Disodium Phosphate, Polysorbate 60, Helianthus Annuus (Sunflower) Seed Oil, Olea Europaea (Olive) Fruit Oil, Sodium Phosphate
La Compagnie de Provence;LIQUID MARSEILLE SOAP 1L REFILL COTTON FLOWER;PF0101SL01LCO;3551780000027;1000;ml;6;17,00 €;34,00 €;"Luxuriöse Seife mit floralem Duft
Die flüssige Seife von Compagnie de Provence wird traditionell durch die Verseifung in einem Kessel hegestellt – wie schon ihr Vorfahre, der ikonische Seifenwürfel aus Marseille. Die Liquid Marseille Soap Cotton Flower verwandelt sich bei Kontakt mit Wasser in einen cremigen Schaum, der die Haut mit Oliven- und Süßmandelöl aus der Provence und Traubenkernöl aus Frankreich effektiv reinigt. Die ultrasanfte Formel eignet sich nicht nur optimal zum häufigen Händewaschen, sie kann auch hervorragend für die Reinigung des gesamten Körpers verwendet werden. Der blumige, zarte und pudrige Duft der Seife umhüllt die Sinne und erinnert auf wunderbare Weise an die einzigartige Weichheit von Baumwolle. Liquid Marseille Soap Cotton Flower präsentiert sich in einer eleganten und farbenfrohen Pumpflasche aus Glas – ein echter Hingucker in Badezimmer und Küche.  

Mehr zu diesem Produkt 
Flüssigseife mit 95 % natürlichen Inhaltsstoffen
reinigt effektiv & sanft 
pudriger, zarter & blumiger Duft
nachfüllbare, recyclebare Pumpflasche";"Füllen Sie Ihre modernen Pumpflaschen 495 ml und 300 ml immer wieder neu, um Ihre Flüssigseife noch länger zu genießen.
Die Seife eignet sich ideal für häufiges Händewaschen. Zudem kann sie als Köperreinigung verwendet werden: Auf die feuchte Haut auftragen, sanft einmassieren und anschließend gründlich abwaschen. 
Hinweis: Nur für die äußerliche Anwendung. Den Kontakt mit den Augen vermeiden.";Aqua (Water), Potassium Cocoate, Glycerin, Parfum (Fragrance), Hydroxyethylcellulose, Polyglyceryl-3 Caprylate, Tetrasodium Glutamate Diacetate, Cocos Nucifera (Coconut) Oil, Potassium Olivate, Prunus Amygdalus Dulcis (Sweet Almond) Oil, Vitis Vinifera (Grape) Seed Oil, Tetrasodium EDTA, Tocopherol, Disodium Phosphate, Polysorbate 60, Helianthus Annuus (Sunflower) Seed Oil, Olea Europaea (Olive) Fruit Oil, Sodium Phosphate
La Compagnie de Provence;LIQUID MARSEILLE SOAP 1L REFILL FIG OF PROVENCE;PF0101SL01LFI;3551780000034;1000;ml;6;17,00 €;34,00 €;"Luxuriöse Seife mit exquisitem Duft
Die flüssige Seife von Compagnie de Provence wird traditionell durch die Verseifung in einem Kessel hegestellt – wie schon ihr Vorfahre, der ikonische Seifenwürfel aus Marseille. Die Liquid Marseille Soap Fig of Provence verwandelt sich bei Kontakt mit Wasser in einen cremigen Schaum, der die Haut mit Oliven- und Süßmandelöl aus der Provence und Traubenkernöl aus Frankreich effektiv reinigt. Die ultrasanfte Formel eignet sich nicht nur optimal zum häufigen Händewaschen, sie kann auch hervorragend für die Reinigung des gesamten Körpers verwendet werden. Liquid Marseille Soap Fig of Provence umhüllt die Sinne mit den Noten von süßen Früchten, die an die in Grasse entstandene Feige der Provence erinnern. Die Flüssigseife präsentiert sich in einer eleganten und farbenfrohen Pumpflasche aus Glas – ein echter Hingucker in Badezimmer und Küche.  

Mehr zu diesem Produkt 
Flüssigseife mit 95 % natürlichen Inhaltsstoffen
reinigt effektiv & sanft 
Noten von süßen Früchten
nachfüllbare, recyclebare Pumpflasche


*Die restlichen 5% sind notwendig, um die richtigen Konservierungseigenschaften im Produkt und eine noch sensorischere Textur zu gewährleisten.";"Füllen Sie Ihre modernen Pumpflaschen 495 ml und 300 ml immer wieder neu, um Ihre Flüssigseife noch länger zu genießen.
Die Seife eignet sich ideal für häufiges Händewaschen. Zudem kann sie als Köperreinigung verwendet werden: Auf die feuchte Haut auftragen, sanft einmassieren und anschließend gründlich abwaschen. 
Hinweis: Nur für die äußerliche Anwendung. Den Kontakt mit den Augen vermeiden.";Aqua (Water), Potassium Cocoate, Glycerin, Parfum (Fragrance), Hydroxyethylcellulose, Polyglyceryl-3 Caprylate, Tetrasodium Glutamate Diacetate, Cocos Nucifera (Coconut) Oil, Potassium Olivate, Prunus Amygdalus Dulcis (Sweet Almond) Oil, Vitis Vinifera (Grape) Seed Oil, Tetrasodium EDTA, Tocopherol, Disodium Phosphate, Polysorbate 60, Helianthus Annuus (Sunflower) Seed Oil, Olea Europaea (Olive) Fruit Oil, Sodium Phosphate
La Compagnie de Provence;LIQUID MARSEILLE SOAP 1L REFILL AROMATIC LAVENDER;PF0101SL01LLA;3551780000058;1000;ml;6;17,00 €;34,00 €;"Luxuriöse Seife mit beruhigendem Duft
Die flüssige Seife von Compagnie de Provence wird traditionell durch die Verseifung in einem Kessel hegestellt – wie schon ihr Vorfahre, der ikonische Seifenwürfel aus Marseille. Die Liquid Marseille Soap Aromatic Lavender verwandelt sich bei Kontakt mit Wasser in einen cremigen Schaum, der die Haut mit Oliven- und Süßmandelöl aus der Provence und Traubenkernöl aus Frankreich effektiv reinigt. Die ultrasanfte Formel mit beruhigendem Lavendelduft eignet sich nicht nur optimal zum häufigen Händewaschen, sie kann auch hervorragend für die Reinigung des gesamten Körpers verwendet werden. Die Flüssigseife präsentiert sich in einer eleganten und farbenfrohen Pumpflasche aus Glas – ein echter Hingucker in Badezimmer und Küche.  

Mehr zu diesem Produkt 
Flüssigseife mit 95 % natürlichen Inhaltsstoffen
reinigt effektiv & sanft 
beruhigender Lavendelduft 
nachfüllbare, recyclebare Pumpflasche";"Füllen Sie Ihre modernen Pumpflaschen 495 ml und 300 ml immer wieder neu, um Ihre Flüssigseife noch länger zu genießen.
Die Seife eignet sich ideal für häufiges Händewaschen. Zudem kann sie als Köperreinigung verwendet werden: Auf die feuchte Haut auftragen, sanft einmassieren und anschließend gründlich abwaschen. 
Hinweis: Nur für die äußerliche Anwendung. Den Kontakt mit den Augen vermeiden.";Aqua (Water), Potassium Cocoate, Glycerin, Parfum (Fragrance), Hydroxyethylcellulose, Tetrasodium Glutamate Diacetate, Cocos Nucifera (Coconut) Oil, Potassium Olivate, Prunus Amygdalus Dulcis (Sweet Almond) Oil, Vitis Vinifera (Grape) Seed Oil, Tetrasodium EDTA, Linalool, Tocopherol, Disodium Phosphate, Polysorbate 60, Helianthus Annuus (Sunflower) Seed Oil, Olea Europaea (Olive) Fruit Oil, Sodium Phosphate
La Compagnie de Provence;LIQUID MARSEILLE SOAP 1L REFILL MEDITERRANEAN SEA;PF0101SL01LME;3551780000065;1000;ml;6;17,00 €;34,00 €;"Luxuriöse Seife mit mediterraner Brise
Die flüssige Seife von Compagnie de Provence wird traditionell durch die Verseifung in einem Kessel hegestellt – wie schon ihr Vorfahre, der ikonische Seifenwürfel aus Marseille. Die Liquid Marseille Soap Mediterranean Sea verwandelt sich bei Kontakt mit Wasser in einen cremigen Schaum, der die Haut mit pflanzlichen Ölen wie Oliven- und Süßmandelöl aus der Provence und Traubenkernöl aus Frankreich effektiv reinigt. Die ultrasanfte Formel eignet sich nicht nur optimal zum häufigen Händewaschen, sie kann auch hervorragend für die Reinigung des gesamten Körpers verwendet werden. Mediterranean Sea vereint die Frische der Gischt mit den zarten Noten von sonnengereiften Blüten zu einem Duft, der an einen Tag am Mittelmeer erinnert. Die Flüssigseife präsentiert sich in einer eleganten und farbenfrohen Pumpflasche aus Glas – ein echter Hingucker in Badezimmer und Küche.  

Mehr zu diesem Produkt 
Flüssigseife mit 95 % natürlichen Inhaltsstoffen
reinigt effektiv & sanft 
frische & zarte Noten
nachfüllbare, recyclebare Pumpflasche 

*Die restlichen 5% sind notwendig, um die richtigen Konservierungseigenschaften im Produkt und eine noch sensorischere Textur zu gewährleisten.";"Füllen Sie Ihre modernen Pumpflaschen 495 ml und 300 ml immer wieder neu, um Ihre Flüssigseife noch länger zu genießen.
Die Seife eignet sich ideal für häufiges Händewaschen. Zudem kann sie als Köperreinigung verwendet werden: Auf die feuchte Haut auftragen, sanft einmassieren und anschließend gründlich abwaschen. 
Hinweis: Nur für die äußerliche Anwendung. Den Kontakt mit den Augen vermeiden.";Aqua (Water), Potassium Cocoate, Glycerin, Parfum (Fragrance), Hydroxyethylcellulose, Polyglyceryl-3 Caprylate, Tetrasodium Glutamate Diacetate, Benzyl Salicylate, Cocos Nucifera (Coconut) Oil, Potassium Olivate, Prunus Amygdalus Dulcis (Sweet Almond) Oil, Vitis Vinifera (Grape) Seed Oil, Tetrasodium EDTA, Tocopherol, Disodium Phosphate, Polysorbate 60, Helianthus Annuus (Sunflower) Seed Oil, Olea Europaea (Olive) Fruit Oil, Sodium Phosphate
La Compagnie de Provence;LIQUID MARSEILLE SOAP 1L REFILL PINK GRAPEFRUIT;PF0101SL01LPA;3551780000089;1000;ml;6;17,00 €;34,00 €;"Luxuriöse Seife mit sonnigem Duft
Die flüssige Seife von Compagnie de Provence wird traditionell durch die Verseifung in einem Kessel hegestellt – wie schon ihr Vorfahre, der ikonische Seifenwürfel aus Marseille. Die Liquid Marseille Soap Pink Grapefruit verwandelt sich bei Kontakt mit Wasser in einen cremigen Schaum, der die Haut mit pflanzlichen Ölen wie Oliven- und Süßmandelöl aus der Provence und Traubenkernöl aus Frankreich effektiv reinigt. Die ultrasanfte Formel eignet sich nicht nur optimal zum häufigen Händewaschen, sie kann auch hervorragend für die Reinigung des gesamten Körpers verwendet werden. In Pink Grapefruit vereint sich die Würze von Rosmarin und Thymian mit den frischen, fruchtigen Noten von Pampelmuse und Orange zu einem sonnendurchfluteten Duft. Die Flüssigseife präsentiert sich in einer eleganten, unzerbrechlichen und farbenfrohen Pumpflasche aus Glas – ein echter Hingucker in Badezimmer und Küche.  
Mehr zu diesem Produkt 
Flüssigseife mit 95 % natürlichen Inhaltsstoffen
reinigt effektiv & sanft 
würzige & fruchtige Noten
nachfüllbare, recyclebare Pumpflasche aus Glas


*Die restlichen 5% sind notwendig, um die richtigen Konservierungseigenschaften im Produkt und eine noch sensorischere Textur zu gewährleisten.";"Füllen Sie Ihre modernen Pumpflaschen 495 ml und 300 ml immer wieder neu, um Ihre Flüssigseife noch länger zu genießen.
Die Seife eignet sich ideal für häufiges Händewaschen. Zudem kann sie als Köperreinigung verwendet werden: Auf die feuchte Haut auftragen, sanft einmassieren und anschließend gründlich abwaschen. 
Hinweis: Nur für die äußerliche Anwendung. Den Kontakt mit den Augen vermeiden.";Aqua (Water), Potassium Cocoate, Glycerin, Parfum (Fragrance), Hydroxyethylcellulose, Tetrasodium Glutamate Diacetate, Cocos Nucifera (Coconut) Oil, Polyglyceryl-3 Caprylate, Limonene, Potassium Olivate, Prunus Amygdalus Dulcis (Sweet Almond) Oil, Vitis Vinifera (Grape) Seed Oil, Tetrasodium EDTA, Linalool, Tocopherol, Disodium Phosphate, Polysorbate 60, Helianthus Annuus (Sunflower) Seed Oil, Olea Europaea (Olive) Fruit Oil, Sodium Phosphate
La Compagnie de Provence;LIQUID MARSEILLE SOAP 1L REFILL WILD ROSE;PF0101SL01LRO;3551780000096;1000;ml;6;17,00 €;34,00 €;"Luxuriöse Seife mit verführerischem Duft
Die flüssige Seife von Compagnie de Provence wird traditionell durch die Verseifung in einem Kessel hegestellt – wie schon ihr Vorfahre, der ikonische Seifenwürfel aus Marseille. Die Liquid Marseille Soap Wild Rose verwandelt sich bei Kontakt mit Wasser in einen cremigen Schaum, der die Haut mit pflanzlichen Ölen wie Oliven- und Süßmandelöl aus der Provence und Traubenkernöl aus Frankreich effektiv reinigt. Die ultrasanfte Formel eignet sich nicht nur optimal zum häufigen Händewaschen, sie kann auch hervorragend für die Reinigung des gesamten Körpers verwendet werden. In Wild Rose offenbart ein Bouquet aus frisch geschnittenen Rosen einen sinnlichen und verführerischen Duft. Die Flüssigseife präsentiert sich in einer eleganten und farbenfrohen Pumpflasche aus unzerbrechlichem Glas – ein echter Hingucker in Badezimmer und Küche.  

Mehr zu diesem Produkt 
Flüssigseife mit 95 % natürlichen Inhaltsstoffen
reinigt effektiv & sanft 
Noten von frisch geschnittenen Rosen
nachfüllbare, recyclebare Pumpflasche aus Glas
*Die restlichen 5% sind notwendig, um die richtigen Konservierungseigenschaften im Produkt und eine noch sensorischere Textur zu gewährleisten.";"Füllen Sie Ihre modernen Pumpflaschen 495 ml und 300 ml immer wieder neu, um Ihre Flüssigseife noch länger zu genießen.
Die Seife eignet sich ideal für häufiges Händewaschen. Zudem kann sie als Köperreinigung verwendet werden: Auf die feuchte Haut auftragen, sanft einmassieren und anschließend gründlich abwaschen. 
Hinweis: Nur für die äußerliche Anwendung. Den Kontakt mit den Augen vermeiden.";Aqua (Water), Potassium Cocoate, Parfum (Fragrance), Glycerin, Hydroxyethylcellulose, Tetrasodium Glutamate Diacetate, Cocos Nucifera (Coconut) Oil, Potassium Olivate, Prunus Amygdalus Dulcis (Sweet Almond) Oil, Vitis Vinifera (Grape) Seed Oil, Tetrasodium EDTA, Hexyl Cinnamal, Linalool, Limonene, Alpha-Isomethyl Ionone, Tocopherol, Geraniol, Disodium Phosphate, Polysorbate 60, Helianthus Annuus (Sunflower) Seed Oil, Olea Europaea (Olive) Fruit Oil, Sodium Phosphate
La Compagnie de Provence;LIQUID MARSEILLE SOAP 1L REFILL FRESH VERBENA;PF0101SL01LVE;3551780000102;1000;ml;6;17,00 €;34,00 €;"Luxuriöse Seife mit herrlich erfrischendem Duft
Die flüssige Seife von Compagnie de Provence wird traditionell durch die Verseifung in einem Kessel hegestellt – wie schon ihr Vorfahre, der ikonische Seifenwürfel aus Marseille. Die Liquid Marseille Soap Fresh Verbena verwandelt sich bei Kontakt mit Wasser in einen cremigen Schaum, der die Haut mit pflanzlichen Ölen wie Oliven- und Süßmandelöl aus der Provence und Traubenkernöl aus Frankreich effektiv reinigt. Die ultrasanfte Formel mit dem Duft von frischem, zitronigem Eisenkraut eignet sich nicht nur optimal zum häufigen Händewaschen, sie kann auch hervorragend für die Reinigung des gesamten Körpers verwendet werden. Die Flüssigseife präsentiert sich in einer eleganten und farbenfrohen Pumpflasche aus Glas – ein echter Hingucker in Badezimmer und Küche.  

Mehr zu diesem Produkt 
Flüssigseife mit 95 % natürlichen Inhaltsstoffen
reinigt effektiv & sanft 
Noten von frischem, zitronigem Eisenkraut 
nachfüllbare, recyclebare Pumpflasche aus Glas";"Füllen Sie Ihre modernen Pumpflaschen 495 ml und 300 ml immer wieder neu, um Ihre Flüssigseife noch länger zu genießen.
Die Seife eignet sich ideal für häufiges Händewaschen. Zudem kann sie als Köperreinigung verwendet werden: Auf die feuchte Haut auftragen, sanft einmassieren und anschließend gründlich abwaschen. 
Hinweis: Nur für die äußerliche Anwendung. Den Kontakt mit den Augen vermeiden.";Aqua (Water), Potassium Cocoate, Glycerin, Parfum (Fragrance), Hydroxyethylcellulose, Tetrasodium Glutamate Diacetate, Cocos Nucifera (Coconut) Oil, Citral, Potassium Olivate, Prunus Amygdalus Dulcis (Sweet Almond) Oil, Vitis Vinifera (Grape) Seed Oil, Tetrasodium EDTA, Limonene, Tocopherol, Linalool, Disodium Phosphate, Polysorbate 60, Helianthus Annuus (Sunflower) Seed Oil, Olea Europaea (Olive) Fruit Oil, Sodium Phosphate
La Compagnie de Provence;LIQUID MARSEILLE SOAP 500ML OLIVE WOOD;PF0101SL500BO;3551780000119;495;ml;6;12,50 €;25,00 €;"Luxuriöse Seife mit sinnlichem Duft
Die flüssige Seife von Compagnie de Provence wird traditionell durch die Verseifung in einem Kessel hegestellt – wie schon ihr Vorfahre, der ikonische Seifenwürfel aus Marseille. Die Liquid Marseille Soap Olive Wood verwandelt sich bei Kontakt mit Wasser in einen cremigen Schaum, der die Haut mit pflanzlichen Ölen wie Oliven- und Süßmandelöl aus der Provence und Traubenkernöl aus Frankreich effektiv reinigt. Die ultrasanfte Formel eignet sich nicht nur optimal zum häufigen Händewaschen, sie kann auch hervorragend für die Reinigung des gesamten Körpers verwendet werden. In Olive Wood vereinen sich Zitrusfrüchte und Kampfer mit den Noten von sonnenerwärmten Hölzern zu einem sinnlichen Duft, der einen Hauch von Frische mit sich bringt. Die Flüssigseife präsentiert sich in einer eleganten und farbenfrohen Pumpflasche aus Glas – ein echter Hingucker in Badezimmer und Küche.  

Mehr zu diesem Produkt 
Flüssigseife mit 95 % natürlichen Inhaltsstoffen
reinigt effektiv & sanft 
Noten von Kamper, Zitrusfrüchten & edlen Hölzern
nachfüllbare, recyclebare Pumpflasche 

*Die restlichen 5% sind notwendig, um die richtigen Konservierungseigenschaften im Produkt und eine noch sensorischere Textur zu gewährleisten.";"Die Seife eignet sich ideal für häufiges Händewaschen. Zudem kann sie als Köperreinigung verwendet werden: Auf die feuchte Haut auftragen, sanft einmassieren und anschließend gründlich abwaschen. 
Hinweis: Nur für die äußerliche Anwendung. Den Kontakt mit den Augen vermeiden.";Aqua (Water), Potassium Cocoate, Glycerin, Parfum (Fragrance), Hydroxyethylcellulose, Polyglyceryl-3 Caprylate, Tetrasodium Glutamate Diacetate, Cocos Nucifera (Coconut) Oil, Potassium Olivate, Prunus Amygdalus Dulcis (Sweet Almond) Oil, Vitis Vinifera (Grape) Seed Oil, Tetrasodium EDTA, Limonene, Tocopherol, Linalool, Citral, Eugenol, Alpha-Isomethyl Ionone, Benzyl Salicylate, Disodium Phosphate, Polysorbate 60, Helianthus Annuus (Sunflower) Seed Oil, Olea Europaea (Olive) Fruit Oil, Sodium Phosphate
La Compagnie de Provence;LIQUID MARSEILLE SOAP 500ML COTTON FLOWER;PF0101SL500CO;3551780000126;495;ml;6;12,50 €;25,00 €;"Luxuriöse Seife mit floralem Duft
Die flüssige Seife von Compagnie de Provence wird traditionell durch die Verseifung in einem Kessel hegestellt – wie schon ihr Vorfahre, der ikonische Seifenwürfel aus Marseille. Die Liquid Marseille Soap Cotton Flower verwandelt sich bei Kontakt mit Wasser in einen cremigen Schaum, der die Haut mit Oliven- und Süßmandelöl aus der Provence und Traubenkernöl aus Frankreich effektiv reinigt. Die ultrasanfte Formel eignet sich nicht nur optimal zum häufigen Händewaschen, sie kann auch hervorragend für die Reinigung des gesamten Körpers verwendet werden. Der blumige, zarte und pudrige Duft der Seife umhüllt die Sinne und erinnert auf wunderbare Weise an die einzigartige Weichheit von Baumwolle. Liquid Marseille Soap Cotton Flower präsentiert sich in einer eleganten und farbenfrohen Pumpflasche aus Glas – ein echter Hingucker in Badezimmer und Küche.  

Mehr zu diesem Produkt 
Flüssigseife mit 95 % natürlichen Inhaltsstoffen
reinigt effektiv & sanft 
pudriger, zarter & blumiger Duft
nachfüllbare, recyclebare Pumpflasche";"Die Seife eignet sich ideal für häufiges Händewaschen. Zudem kann sie als Köperreinigung verwendet werden: Auf die feuchte Haut auftragen, sanft einmassieren und anschließend gründlich abwaschen. 
Hinweis: Nur für die äußerliche Anwendung. Den Kontakt mit den Augen vermeiden.";Aqua (Water), Potassium Cocoate, Glycerin, Parfum (Fragrance), Hydroxyethylcellulose, Polyglyceryl-3 Caprylate, Tetrasodium Glutamate Diacetate, Cocos Nucifera (Coconut) Oil, Potassium Olivate, Prunus Amygdalus Dulcis (Sweet Almond) Oil, Vitis Vinifera (Grape) Seed Oil, Tetrasodium EDTA, Tocopherol, Disodium Phosphate, Polysorbate 60, Helianthus Annuus (Sunflower) Seed Oil, Olea Europaea (Olive) Fruit Oil, Sodium Phosphate
La Compagnie de Provence;LIQUID MARSEILLE SOAP 500ML FIG OF PROVENCE;PF0101SL500FI;3551780000133;495;ml;6;12,50 €;25,00 €;"Luxuriöse Seife mit exquisitem Duft
Die flüssige Seife von Compagnie de Provence wird traditionell durch die Verseifung in einem Kessel hegestellt – wie schon ihr Vorfahre, der ikonische Seifenwürfel aus Marseille. Die Liquid Marseille Soap Fig of Provence verwandelt sich bei Kontakt mit Wasser in einen cremigen Schaum, der die Haut mit Oliven- und Süßmandelöl aus der Provence und Traubenkernöl aus Frankreich effektiv reinigt. Die ultrasanfte Formel eignet sich nicht nur optimal zum häufigen Händewaschen, sie kann auch hervorragend für die Reinigung des gesamten Körpers verwendet werden. Liquid Marseille Soap Fig of Provence umhüllt die Sinne mit den Noten von süßen Früchten, die an die in Grasse entstandene Feige der Provence erinnern. Die Flüssigseife präsentiert sich in einer eleganten und farbenfrohen Pumpflasche aus Glas – ein echter Hingucker in Badezimmer und Küche.  

Mehr zu diesem Produkt 
Flüssigseife mit 95 % natürlichen Inhaltsstoffen
reinigt effektiv & sanft 
Noten von süßen Früchten
nachfüllbare, recyclebare Pumpflasche


*Die restlichen 5% sind notwendig, um die richtigen Konservierungseigenschaften im Produkt und eine noch sensorischere Textur zu gewährleisten.";"Die Seife eignet sich ideal für häufiges Händewaschen. Zudem kann sie als Köperreinigung verwendet werden: Auf die feuchte Haut auftragen, sanft einmassieren und anschließend gründlich abwaschen. 
Hinweis: Nur für die äußerliche Anwendung. Den Kontakt mit den Augen vermeiden.";Aqua (Water), Potassium Cocoate, Glycerin, Parfum (Fragrance), Hydroxyethylcellulose, Polyglyceryl-3 Caprylate, Tetrasodium Glutamate Diacetate, Cocos Nucifera (Coconut) Oil, Potassium Olivate, Prunus Amygdalus Dulcis (Sweet Almond) Oil, Vitis Vinifera (Grape) Seed Oil, Tetrasodium EDTA, Tocopherol, Disodium Phosphate, Polysorbate 60, Helianthus Annuus (Sunflower) Seed Oil, Olea Europaea (Olive) Fruit Oil, Sodium Phosphate
La Compagnie de Provence;LIQUID MARSEILLE SOAP 500ML AROMATIC LAVENDER;PF0101SL500LA;3551780000157;495;ml;6;12,50 €;25,00 €;"Luxuriöse Seife mit beruhigendem Duft
Die flüssige Seife von Compagnie de Provence wird traditionell durch die Verseifung in einem Kessel hegestellt – wie schon ihr Vorfahre, der ikonische Seifenwürfel aus Marseille. Die Liquid Marseille Soap Aromatic Lavender verwandelt sich bei Kontakt mit Wasser in einen cremigen Schaum, der die Haut mit Oliven- und Süßmandelöl aus der Provence und Traubenkernöl aus Frankreich effektiv reinigt. Die ultrasanfte Formel mit beruhigendem Lavendelduft eignet sich nicht nur optimal zum häufigen Händewaschen, sie kann auch hervorragend für die Reinigung des gesamten Körpers verwendet werden. Die Flüssigseife präsentiert sich in einer eleganten und farbenfrohen Pumpflasche aus Glas – ein echter Hingucker in Badezimmer und Küche.  

Mehr zu diesem Produkt 
Flüssigseife mit 95 % natürlichen Inhaltsstoffen
reinigt effektiv & sanft 
beruhigender Lavendelduft 
nachfüllbare, recyclebare Pumpflasche";"Die Seife eignet sich ideal für häufiges Händewaschen. Zudem kann sie als Köperreinigung verwendet werden: Auf die feuchte Haut auftragen, sanft einmassieren und anschließend gründlich abwaschen. 
Hinweis: Nur für die äußerliche Anwendung. Den Kontakt mit den Augen vermeiden.";Aqua (Water), Potassium Cocoate, Glycerin, Parfum (Fragrance), Hydroxyethylcellulose, Tetrasodium Glutamate Diacetate, Cocos Nucifera (Coconut) Oil, Potassium Olivate, Prunus Amygdalus Dulcis (Sweet Almond) Oil, Vitis Vinifera (Grape) Seed Oil, Tetrasodium EDTA, Linalool, Tocopherol, Disodium Phosphate, Polysorbate 60, Helianthus Annuus (Sunflower) Seed Oil, Olea Europaea (Olive) Fruit Oil, Sodium Phosphate
La Compagnie de Provence;LIQUID MARSEILLE SOAP 500ML MEDITERRANEAN SEA;PF0101SL500ME;3551780000164;495;ml;6;12,50 €;25,00 €;"Luxuriöse Seife mit mediterraner Brise
Die flüssige Seife von Compagnie de Provence wird traditionell durch die Verseifung in einem Kessel hegestellt – wie schon ihr Vorfahre, der ikonische Seifenwürfel aus Marseille. Die Liquid Marseille Soap Mediterranean Sea verwandelt sich bei Kontakt mit Wasser in einen cremigen Schaum, der die Haut mit pflanzlichen Ölen wie Oliven- und Süßmandelöl aus der Provence und Traubenkernöl aus Frankreich effektiv reinigt. Die ultrasanfte Formel eignet sich nicht nur optimal zum häufigen Händewaschen, sie kann auch hervorragend für die Reinigung des gesamten Körpers verwendet werden. Mediterranean Sea vereint die Frische der Gischt mit den zarten Noten von sonnengereiften Blüten zu einem Duft, der an einen Tag am Mittelmeer erinnert. Die Flüssigseife präsentiert sich in einer eleganten und farbenfrohen Pumpflasche aus Glas – ein echter Hingucker in Badezimmer und Küche.  

Mehr zu diesem Produkt 
Flüssigseife mit 95 % natürlichen Inhaltsstoffen
reinigt effektiv & sanft 
frische & zarte Noten
nachfüllbare, recyclebare Pumpflasche 

*Die restlichen 5% sind notwendig, um die richtigen Konservierungseigenschaften im Produkt und eine noch sensorischere Textur zu gewährleisten.";"Die Seife eignet sich ideal für häufiges Händewaschen. Zudem kann sie als Köperreinigung verwendet werden: Auf die feuchte Haut auftragen, sanft einmassieren und anschließend gründlich abwaschen. 
Hinweis: Nur für die äußerliche Anwendung. Den Kontakt mit den Augen vermeiden.";Aqua (Water), Potassium Cocoate, Glycerin, Parfum (Fragrance), Hydroxyethylcellulose, Polyglyceryl-3 Caprylate, Tetrasodium Glutamate Diacetate, Benzyl Salicylate, Cocos Nucifera (Coconut) Oil, Potassium Olivate, Prunus Amygdalus Dulcis (Sweet Almond) Oil, Vitis Vinifera (Grape) Seed Oil, Tetrasodium EDTA, Tocopherol, Disodium Phosphate, Polysorbate 60, Helianthus Annuus (Sunflower) Seed Oil, Olea Europaea (Olive) Fruit Oil, Sodium Phosphate
